date,setup,kind,strike,entry_prem,qty,cost,net_pnl,mult_on_capital,peak_mult,exit_reason,pnl
2024-03-26,A,PE,22900,26.03,325,8657.9,-8425.16,-0.973,1.82,EXPIRY,-8425.16
2024-04-09,A,CE,22450,22.82,390,9124.05,-9128.18,-1.0,1.49,EXPIRY,-9128.18
2024-04-09,A,PE,22200,1.65,4615,9952.01,-7303.17,-0.734,1.0,EXPIRY,-7303.17
2024-04-16,A,PE,21800,29.12,325,9682.87,13998.67,1.446,5.17,EXPIRY,13998.67
2024-05-06,C,CE,21750,95.67,65,6370.46,-4653.36,-0.73,1.03,EOD,-4653.36
2024-05-07,A,CE,21400,21.21,455,9907.78,1572.34,0.159,1.56,EXPIRY,1572.34
2024-05-21,A,PE,22200,18.85,455,8833.32,-6322.06,-0.716,1.58,EXPIRY,-6322.06
2024-05-28,A,PE,22650,24.08,390,9615.75,12393.63,1.289,3.23,EXPIRY,12393.63
2024-06-04,A,PE,21450,14.65,650,9877.22,-1970.45,-0.199,1.0,EXPIRY,-1970.45
2024-06-25,A,CE,21850,37.67,260,10019.89,-9101.19,-0.908,1.09,EXPIRY,-9101.19
2024-07-02,A,CE,22250,10.98,845,9730.22,14005.98,1.439,2.94,TRAIL,14005.98
2024-07-09,A,CE,21750,14.1,650,9519.49,-3981.46,-0.418,1.02,EXPIRY,-3981.46
2024-07-30,A,PE,22100,35.94,260,9560.81,-9571.43,-1.001,1.05,EXPIRY,-9571.43
2024-07-30,A,CE,22350,11.9,780,9701.61,15372.33,1.585,3.13,TRAIL,15372.33
2024-08-06,A,CE,22350,1.12,6110,9927.95,-9646.53,-0.972,1.0,EXPIRY,-9646.53
2024-08-13,A,CE,22050,28.82,325,9583.36,-9405.78,-0.981,1.0,EXPIRY,-9405.78
2024-08-27,A,PE,21900,29.06,325,9662.97,-7334.07,-0.759,1.06,EXPIRY,-7334.07
2024-08-27,A,PE,21850,5.41,1690,10017.7,-9788.21,-0.977,1.0,EXPIRY,-9788.21
2024-09-03,A,CE,21800,5.34,1690,9899.33,7673.22,0.775,2.28,TRAIL,7673.22
2024-09-10,A,PE,21200,27.0,325,8979.66,-8451.64,-0.941,1.0,EXPIRY,-8451.64
2024-09-17,A,CE,21300,20.11,455,9406.97,11088.03,1.179,3.22,EXPIRY,11088.03
2024-09-17,A,CE,21350,10.53,845,9349.74,11167.59,1.194,2.92,EXPIRY,11167.59
2024-09-17,A,CE,21400,8.03,1170,10009.9,-4403.07,-0.44,1.0,EXPIRY,-4403.07
2024-10-08,A,PE,21300,18.12,520,9712.01,10164.97,1.047,2.16,EXPIRY,10164.97
2024-10-08,A,PE,21250,10.64,845,9442.75,-304.25,-0.032,1.07,EXPIRY,-304.25
2024-10-15,A,CE,21850,40.79,195,8141.77,-8155.63,-1.002,1.56,EXPIRY,-8155.63
2024-10-15,A,PE,21700,22.99,390,9190.39,9686.13,1.054,3.25,EXPIRY,9686.13
2024-10-15,A,PE,21600,6.75,1365,9926.0,-9036.5,-0.91,1.0,EXPIRY,-9036.5
2024-10-22,A,PE,21550,13.99,650,9447.95,12996.13,1.376,6.35,TRAIL,12996.13
2024-10-22,A,PE,21450,5.85,1560,9935.75,6883.41,0.693,2.2,TRAIL,6883.41
2024-10-22,A,PE,21400,1.8,4290,9896.73,-9706.17,-0.981,1.0,EXPIRY,-9706.17
2024-10-29,A,CE,21250,22.12,390,8850.88,-7651.83,-0.865,1.0,EXPIRY,-7651.83
2024-12-10,A,CE,21350,28.07,325,9334.58,13642.36,1.461,4.02,EXPIRY,13642.36
2024-12-24,A,CE,21750,25.07,390,10002.64,18496.29,1.849,3.28,TRAIL,18496.29
2024-12-24,A,CE,21850,14.68,650,9896.73,-9887.88,-0.999,1.0,EXPIRY,-9887.88
2024-12-31,A,CE,22300,15.95,585,9652.83,-9647.22,-0.999,1.0,EXPIRY,-9647.22
2025-01-07,A,CE,22350,9.97,910,9557.22,16688.92,1.746,4.02,TRAIL,16688.92
2025-01-14,A,CE,22550,8.23,1105,9676.24,-9644.68,-0.997,1.35,EXPIRY,-9644.68
2025-02-04,A,PE,22250,22.53,390,9010.88,7936.5,0.881,2.21,EXPIRY,7936.5
2025-03-04,A,PE,22200,16.25,585,9828.44,-9822.83,-0.999,1.22,EXPIRY,-9822.83
2025-03-11,A,CE,22650,8.87,1040,9774.45,19085.52,1.953,10.14,EXPIRY,19085.52
2025-03-11,A,CE,22750,5.1,1755,9857.7,7462.98,0.757,2.26,TRAIL,7462.98
2025-04-08,A,PE,21850,6.62,1365,9748.44,-9376.82,-0.962,1.02,EXPIRY,-9376.82
2025-04-22,A,CE,22400,23.74,390,9483.07,-4288.99,-0.452,1.22,EXPIRY,-4288.99
2025-04-29,A,PE,22300,14.28,650,9636.57,2475.5,0.257,1.34,EXPIRY,2475.5
2025-05-13,A,PE,21600,10.71,845,9501.93,8816.83,0.928,2.31,TRAIL,8816.83
2025-05-20,A,CE,21800,7.51,1235,9922.09,10258.03,1.034,3.67,TRAIL,10258.03
2025-05-20,A,CE,21850,2.11,3770,9869.41,-9704.81,-0.983,1.0,EXPIRY,-9704.81
2025-05-27,A,CE,22300,12.14,780,9888.92,9040.6,0.914,2.52,TRAIL,9040.6
2025-06-24,A,PE,21450,18.61,520,9966.97,-9964.61,-1.0,1.06,EXPIRY,-9964.61
2025-07-08,A,CE,22450,10.45,910,9994.29,-9609.04,-0.961,1.22,EXPIRY,-9609.04
2025-07-15,A,CE,22550,20.77,455,9707.46,-9708.35,-1.0,1.25,EXPIRY,-9708.35
2025-07-22,A,PE,22250,18.06,520,9680.79,12906.57,1.333,6.52,EXPIRY,12906.57
2025-07-22,A,PE,22200,10.43,910,9976.08,14620.87,1.466,2.93,TRAIL,14620.87
2025-07-22,A,PE,22100,2.77,3055,10019.65,6588.43,0.658,2.38,TRAIL,6588.43
2025-08-05,A,PE,22050,10.79,845,9569.57,-9550.99,-0.998,1.0,EXPIRY,-9550.99
2025-08-12,A,PE,22200,1.57,4810,9986.48,9463.85,0.948,2.9,EXPIRY,9463.85
2025-08-26,A,PE,22350,9.77,910,9375.1,-9353.28,-0.998,1.03,EXPIRY,-9353.28
2025-09-02,A,PE,22200,7.26,1235,9613.15,-8798.29,-0.915,1.24,EXPIRY,-8798.29
2025-09-09,A,PE,22000,12.15,780,9896.73,-9881.39,-0.998,1.0,EXPIRY,-9881.39
2025-09-23,A,PE,21450,2.3,3510,9857.7,-9706.08,-0.985,1.0,EXPIRY,-9706.08
2025-10-28,A,CE,22350,12.7,715,9467.46,-9455.37,-0.999,1.0,EXPIRY,-9455.37
2025-11-04,A,CE,22450,15.84,585,9588.44,-9582.83,-0.999,1.0,EXPIRY,-9582.83
2025-12-02,A,CE,21600,4.05,2145,9789.41,21759.3,2.223,4.2,TRAIL,21759.3
2025-12-16,A,PE,22500,13.96,650,9428.44,-9419.59,-0.999,1.0,EXPIRY,-9419.59
2026-01-06,A,CE,23250,25.55,325,8498.68,-8506.06,-1.001,1.09,EXPIRY,-8506.06
2026-01-13,A,PE,22650,2.25,3575,9860.96,-9706.09,-0.984,1.0,EXPIRY,-9706.09
2026-02-17,A,PE,21950,26.0,325,8647.95,6747.18,0.78,2.05,TRAIL,6747.18
2026-02-17,A,PE,21900,13.78,650,9311.36,-7920.22,-0.851,1.52,EXPIRY,-7920.22
2026-02-24,A,CE,22050,8.42,1105,9886.32,17654.95,1.786,8.82,EXPIRY,17654.95
2026-02-24,A,CE,22150,2.98,2860,9982.58,6955.19,0.697,2.16,EXPIRY,6955.19
2026-03-03,A,PE,22650,24.45,390,9760.14,8849.71,0.907,2.21,TRAIL,8849.71
2026-03-03,A,PE,22550,10.79,845,9569.57,-9550.99,-0.998,1.0,EXPIRY,-9550.99
2026-03-24,A,PE,22800,11.86,780,9670.39,8857.71,0.916,3.32,TRAIL,8857.71
2026-03-31,A,PE,22750,27.97,325,9301.41,7497.46,0.806,2.35,TRAIL,7497.46
2026-03-31,A,PE,22700,24.27,390,9689.9,-5617.23,-0.58,1.56,EXPIRY,-5617.23
2026-04-07,A,PE,22000,14.56,650,9818.68,8495.65,0.865,2.19,TRAIL,8495.65
2026-04-14,A,CE,22200,14.44,650,9740.63,14916.36,1.531,6.44,EXPIRY,14916.36
2026-04-14,A,CE,22300,7.79,1170,9728.92,9689.74,0.996,2.5,TRAIL,9689.74
2026-04-21,A,CE,21750,12.96,715,9653.48,11948.02,1.238,2.67,TRAIL,11948.02
2026-05-05,A,PE,21350,18.55,520,9935.75,9996.33,1.006,2.8,TRAIL,9996.33
2026-05-12,A,PE,21300,6.19,1430,9596.24,19121.65,1.993,3.7,EXPIRY,19121.65
2026-06-09,A,CE,20500,17.7,520,9493.48,13901.53,1.464,3.63,TRAIL,13901.53
2026-06-09,A,CE,20600,11.11,845,9840.14,-2498.63,-0.254,1.16,EXPIRY,-2498.63
2026-06-30,A,CE,20000,17.97,520,9633.96,-4933.09,-0.512,1.91,EXPIRY,-4933.09
2026-06-30,A,CE,20050,8.71,1040,9607.95,-9091.61,-0.946,1.0,EXPIRY,-9091.61
